,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
765,4.0,,,2.0,,,,6.0,,,,1.0,,,3.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,1.0,,18.0,5.0,,1.0,4.0,1.0,,,,,,8.0,,,2.0,1.0,,,1.0,1.0,,,2.0,,,2.0,,2.0,1.0,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,1.0,13.0,,2.0,1.0,2.0,2.0,3.0,,3.0,,2.0,5.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,2.0,,,3.0,2.0,,,,,,,1.0,,1.0,4.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
415,,1.0,2.0,11.0,,2.0,1.0,3.0,1.0,1.0,,2.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,4.0,4.0,,,,,,,1.0,,1.0,5.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
416,1.0,4.0,3.0,9.0,,2.0,,6.0,1.0,1.0,,,2.0,,1.0,,,1.0,1.0,,,1.0,,,,2.0,2.0,2.0,1.0,,2.0,2.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,5.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1.0,1.0,,4.0,2.0,3.0,,5.0,,1.0,,,,,5.0,,,,1.0,,,1.0,,,1.0,2.0,1.0,4.0,,2.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,1.0,,2.0,1.0,,,7.0,,2.0,1.0,4.0,,,6.0,,2.0,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,1.0,,1.0,,,,9.0,,1.0,1.0,2.0,,,8.0,,3.0,1.0,1.0,,,1.0,3.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1.0,,,5.0,,4.0,1.0,,,1.0,1.0,1.0,,,4.0,,3.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,16.0,1.0,2.0,,,1.0,1.0,,3.0,,,5.0,,2.0,1.0,1.0,,,1.0,,,,4.0,,1.0,1.0,,2.0,,,,,,,,,1.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
920,,2.0,1.0,18.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,,,6.0,,,,,,,1.0,,1.0,,3.0,,2.0,,,,1.0,,,,,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.0,,1.0,17.0,2.0,3.0,,,,1.0,1.0,6.0,,,5.0,,,,1.0,,1.0,1.0,,,,1.0,3.0,1.0,,1.0,3.0,,,1.0,1.0,1.0,,,,,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
922,,,,16.0,,,,,,,,,,,4.0,,,2.0,,,,1.0,1.0,,,3.0,,6.0,,,2.0,2.0,,,,,1.0,,,,,17.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
923,,,,18.0,1.0,,,,,1.0,,,,,5.0,,,4.0,,,,1.0,,,,2.0,,7.0,,,1.0,1.0,,,,,1.0,,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2.0,1.0,,9.0,1.0,,,6.0,,1.0,,2.0,,,4.0,,1.0,,1.0,,,1.0,,,,3.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
419,1.0,,2.0,6.0,3.0,,,3.0,,3.0,1.0,1.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,4.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
926,1.0,,1.0,15.0,,3.0,2.0,3.0,2.0,,1.0,3.0,,,5.0,,,,,,,1.0,1.0,,,2.0,,2.0,1.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,,2.0,,3.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
927,3.0,,1.0,13.0,4.0,,2.0,2.0,2.0,,1.0,4.0,,,3.0,,,,,,,1.0,2.0,1.0,,3.0,,3.0,,,2.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,4.0,2.0,1.0,15.0,,4.0,2.0,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,,1.0,,3.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,4.0,2.0,,15.0,,4.0,3.0,1.0,4.0,1.0,1.0,1.0,,1.0,3.0,,,1.0,1.0,,,1.0,,,,,,4.0,,,2.0,1.0,,2.0,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2.0,2.0,3.0,13.0,,2.0,,10.0,2.0,1.0,,9.0,,,4.0,,2.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,1.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,3.0,2.0,3.0,9.0,1.0,,,4.0,4.0,,,14.0,,,4.0,,4.0,1.0,1.0,,,1.0,,1.0,3.0,1.0,,,1.0,,2.0,1.0,,,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,3.0,1.0,2.0,10.0,1.0,,,3.0,2.0,2.0,1.0,14.0,,,4.0,,,1.0,1.0,,1.0,1.0,,,3.0,,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,1.0,,9.0,,,1.0,1.0,,,,,,,1.0,,,1.0,,,5.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2.0,2.0,,6.0,5.0,2.0,3.0,9.0,2.0,1.0,1.0,1.0,,,8.0,,1.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,6.0,1.0,,7.0,1.0,3.0,1.0,6.0,1.0,4.0,3.0,,,,8.0,,1.0,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,5.0,1.0,,8.0,,2.0,,7.0,,3.0,4.0,1.0,,,7.0,,2.0,1.0,1.0,,,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,1.0,1.0,5.0,1.0,,,5.0,,3.0,2.0,2.0,,,6.0,,4.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,2.0,1.0,2.0,18.0,5.0,2.0,,3.0,,1.0,1.0,1.0,,,5.0,,2.0,1.0,,,,1.0,2.0,,,3.0,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,3.0,,1.0,,8.0,,,,,,,6.0,,,2.0,1.0,,,1.0,,,,3.0,3.0,,,,1.0,,,3.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
832,6.0,3.0,2.0,11.0,1.0,2.0,,5.0,,,1.0,7.0,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,2.0,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
833,6.0,4.0,2.0,15.0,1.0,3.0,,4.0,,,,3.0,,,3.0,,1.0,1.0,,1.0,,1.0,,,,2.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,
830,5.0,1.0,,11.0,8.0,2.0,2.0,1.0,2.0,1.0,,10.0,,,4.0,,1.0,,,1.0,,1.0,,2.0,,2.0,1.0,2.0,,,3.0,4.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.0,2.0,,15.0,3.0,1.0,1.0,4.0,,1.0,,1.0,1.0,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
836,,,1.0,,,3.0,,10.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,16.0,2.0,,10.0,1.0,2.0,1.0,1.0,2.0,1.0,,15.0,,1.0,4.0,,1.0,,1.0,,1.0,1.0,,4.0,1.0,1.0,2.0,,,,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,1.0,,1.0,3.0,1.0,,5.0,,,1.0,,1.0,,2.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,
835,,,1.0,1.0,,3.0,,7.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,
838,18.0,,,13.0,,2.0,1.0,,3.0,1.0,,16.0,,1.0,3.0,,,,,,2.0,1.0,,4.0,,3.0,2.0,,,,3.0,2.0,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,10.0,,1.0,12.0,3.0,2.0,2.0,,2.0,,1.0,14.0,,,2.0,,,1.0,,,3.0,1.0,,2.0,,3.0,,4.0,1.0,,3.0,1.0,1.0,,,,1.0,,,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,5.0,1.0,,11.0,2.0,,1.0,3.0,,1.0,,7.0,,2.0,5.0,,1.0,,,,,1.0,,1.0,,3.0,1.0,3.0,,,2.0,,1.0,,,1.0,1.0,,,,,4.0,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
725,12.0,4.0,4.0,11.0,,1.0,1.0,1.0,1.0,2.0,1.0,13.0,,1.0,3.0,,,,1.0,,,1.0,,3.0,,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,7.0,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
368,,,,2.0,1.0,,,6.0,,,2.0,,,,5.0,,,,,,3.0,1.0,,,2.0,3.0,2.0,2.0,,2.0,1.0,,,,,,1.0,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
369,,,,1.0,,,,11.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,,2.0,,2.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
366,4.0,,5.0,13.0,,3.0,1.0,2.0,1.0,,,3.0,,,2.0,,1.0,,,,,1.0,1.0,,,1.0,,10.0,,,1.0,,,,1.0,,1.0,,,,,10.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,1.0,1.0,6.0,,3.0,1.0,3.0,,,,2.0,,,3.0,,,,,,1.0,1.0,,,,,,10.0,,1.0,,,,,,,1.0,,,,,14.0,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,5.0,3.0,,14.0,2.0,,1.0,3.0,1.0,,,13.0,1.0,,8.0,,,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
365,6.0,,1.0,16.0,3.0,2.0,2.0,2.0,,,,4.0,,,8.0,,,,,,,1.0,,,,3.0,,2.0,,2.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
362,20.0,1.0,1.0,15.0,,1.0,,1.0,14.0,3.0,,16.0,,1.0,2.0,,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,3.0,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
363,19.0,2.0,,14.0,,2.0,,1.0,9.0,2.0,,16.0,,2.0,3.0,,,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
360,1.0,,,7.0,,1.0,,8.0,,,,,,,1.0,,,2.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
361,13.0,2.0,4.0,17.0,,2.0,1.0,6.0,5.0,2.0,,14.0,,,2.0,,1.0,,,,,1.0,,2.0,,,,,1.0,3.0,,,,2.0,,,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,3.0,,1.0,13.0,2.0,,1.0,3.0,4.0,1.0,,6.0,,,3.0,,,,,1.0,,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,,2.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
952,4.0,1.0,1.0,15.0,,1.0,2.0,2.0,5.0,2.0,,11.0,,,1.0,,1.0,,,,,1.0,1.0,2.0,,4.0,,2.0,1.0,,,2.0,,3.0,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,12.0,3.0,2.0,2.0,2.0,,,,4.0,,3.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,1.0,,4.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
861,2.0,4.0,,11.0,1.0,,,4.0,2.0,,2.0,1.0,,,1.0,,3.0,,,,,1.0,2.0,,,,1.0,,,,2.0,,,,,,1.0,,,,,7.0,,,,1.0,,,,,,,,,,,,5.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
382,,1.0,1.0,9.0,3.0,2.0,2.0,,,1.0,1.0,4.0,,2.0,3.0,,2.0,,1.0,,,1.0,1.0,,,1.0,,2.0,,,3.0,3.0,,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1.0,2.0,1.0,12.0,,,,4.0,1.0,,,3.0,1.0,3.0,4.0,,,2.0,1.0,,,1.0,,,,1.0,,,1.0,,5.0,3.0,,1.0,,1.0,,,1.0,,,3.0,,1.0,,,,,1.0,2.0,,,1.0,,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
384,,4.0,2.0,8.0,2.0,,,3.0,1.0,1.0,,1.0,2.0,,4.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,2.0,1.0,,2.0,3.0,,,,1.0,,,,,1.0,,,2.0,,,,1.0,,1.0,,,,,1.0,,,,1.0,,2.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
385,1.0,,1.0,15.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
386,1.0,6.0,1.0,19.0,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,6.0,1.0,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,3.0,2.0,19.0,1.0,1.0,,2.0,1.0,1.0,,6.0,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,,4.0,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,14.0,1.0,,,1.0,1.0,,,7.0,,1.0,5.0,,,1.0,,,,1.0,2.0,,,,,2.0,,,1.0,2.0,,1.0,,,1.0,,,,,15.0,,,,4.0,,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
389,,1.0,,4.0,,2.0,1.0,1.0,,,,,,2.0,3.0,,,3.0,1.0,,,1.0,1.0,,,4.0,,2.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,4.0,,,1.0,,,,1.0,,,,1.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2.0,,2.0,8.0,,,,,1.0,2.0,1.0,18.0,,,1.0,,,,1.0,,1.0,1.0,,2.0,,2.0,,1.0,,2.0,4.0,2.0,,,,1.0,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1.0,,2.0,7.0,,2.0,,1.0,1.0,1.0,1.0,16.0,,,4.0,,,,1.0,,1.0,1.0,,4.0,,1.0,,1.0,,,6.0,2.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
786,2.0,2.0,1.0,10.0,1.0,2.0,1.0,2.0,,1.0,,10.0,,,6.0,,,,1.0,,,1.0,,3.0,,,,4.0,,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
787,1.0,2.0,,5.0,1.0,2.0,,6.0,,1.0,1.0,1.0,,,5.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
780,4.0,1.0,3.0,12.0,2.0,1.0,,2.0,,1.0,,14.0,,3.0,3.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,,2.0,2.0,,,,2.0,,,,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
781,1.0,1.0,,,,,,4.0,,,2.0,,,,2.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,9.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,3.0,1.0,1.0,18.0,1.0,2.0,1.0,5.0,,3.0,3.0,2.0,,,2.0,,1.0,2.0,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
381,,1.0,1.0,16.0,,1.0,2.0,2.0,,1.0,,3.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,3.0,,,2.0,1.0,1.0,,,,,,,1.0,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,4.0,,11.0,,1.0,,6.0,,1.0,,,,,2.0,,,3.0,1.0,,,1.0,,2.0,,,,,,1.0,2.0,3.0,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,13.0,1.0,4.0,10.0,,1.0,,4.0,1.0,2.0,,16.0,,1.0,3.0,,1.0,1.0,1.0,,,1.0,,1.0,,4.0,,,,,3.0,,,3.0,,1.0,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
860,1.0,2.0,,19.0,1.0,1.0,,4.0,2.0,,2.0,,,,3.0,,2.0,,,,,1.0,3.0,1.0,,1.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
605,5.0,1.0,,15.0,,2.0,1.0,,2.0,1.0,,17.0,,1.0,3.0,,,,1.0,1.0,,1.0,,3.0,,,,8.0,,1.0,2.0,1.0,,,1.0,,,,,,,16.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
579,3.0,1.0,1.0,14.0,2.0,,1.0,1.0,,1.0,,15.0,,1.0,5.0,,,1.0,,1.0,,1.0,,,,,1.0,3.0,1.0,,,2.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
