,lodging,clothing_store,cafe,restaurant,school,health,meal_delivery,point_of_interest,subway_station,electronics_store,home_goods_store,bar,police,convenience_store,store,synagogue,furniture_store,food,sublocality_level_1,florist,bicycle_store,locality,hardware_store,night_club,park,grocery_or_supermarket,general_contractor,pharmacy,church,jewelry_store,bakery,meal_takeaway,pet_store,shoe_store,post_office,book_store,neighborhood,art_gallery,finance,gym,lawyer,doctor,insurance_agency,real_estate_agency,accounting,car_dealer,physiotherapist,travel_agency,liquor_store,parking,bus_station,atm,hospital,spa,movie_theater,library,museum,moving_company,cemetery,storage,local_government_office,car_repair,transit_station,courthouse,gas_station,dentist,department_store,car_rental,hindu_temple,funeral_home,painter,car_wash,bank,mosque,locksmith,university,hair_care,beauty_salon,shopping_mall,place_of_worship,roofing_contractor,plumber,laundry,veterinary_care,electrician,amusement_park,stadium,movie_rental,campground,bowling_alley,premise,natural_feature,zoo,aquarium,light_rail_station,rv_park,embassy,city_hall,airport,fire_station,casino
943,6.0,,3.0,14.0,,,,1.0,3.0,,,8.0,,,1.0,,,,,1.0,,1.0,,,,1.0,,13.0,,,,2.0,,1.0,,,1.0,,,,,15.0,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,3.0,,17.0,4.0,1.0,,,3.0,,,2.0,,1.0,1.0,,,1.0,,,1.0,1.0,,,,2.0,,4.0,,,1.0,2.0,,3.0,1.0,,1.0,,1.0,,,5.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
941,1.0,1.0,,16.0,,,,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,1.0,,3.0,,12.0,,,1.0,3.0,,,,,1.0,,,,,19.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,5.0,,,11.0,1.0,1.0,,2.0,,2.0,,1.0,,,2.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,5.0,,1.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,19.0,4.0,1.0,6.0,,,,1.0,6.0,2.0,,15.0,,,6.0,,,2.0,,,,1.0,,4.0,,1.0,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,20.0,6.0,2.0,7.0,,1.0,,1.0,2.0,2.0,,15.0,,,2.0,,,1.0,,,,1.0,,3.0,,1.0,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
685,2.0,2.0,,8.0,,,,7.0,,,,1.0,,1.0,5.0,,,1.0,,,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
684,2.0,3.0,,9.0,,,1.0,9.0,,,2.0,1.0,,1.0,7.0,,1.0,,,,,2.0,2.0,2.0,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
687,18.0,3.0,1.0,8.0,1.0,1.0,,,,1.0,,15.0,,1.0,3.0,,,1.0,,,,1.0,1.0,4.0,,1.0,,1.0,,,3.0,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
686,10.0,1.0,,7.0,1.0,,1.0,3.0,,1.0,,14.0,,,8.0,,,1.0,,,2.0,1.0,1.0,4.0,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
681,4.0,,,6.0,1.0,,,5.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
680,5.0,,1.0,13.0,1.0,,,7.0,1.0,,,1.0,,2.0,6.0,,2.0,,1.0,,,1.0,1.0,,1.0,4.0,,1.0,3.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,8.0,3.0,,15.0,,4.0,,1.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,,,,,1.0,,,,1.0,,2.0,,1.0,3.0,1.0,,,,,1.0,,,,,12.0,,,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,12.0,2.0,2.0,17.0,,4.0,,1.0,,1.0,,6.0,,1.0,2.0,,,1.0,,,,1.0,1.0,4.0,,2.0,,3.0,,1.0,3.0,,,,,,1.0,,,,,10.0,,2.0,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,15.0,3.0,1.0,7.0,,,,2.0,,2.0,,16.0,,,3.0,,,1.0,,,,1.0,,2.0,,2.0,1.0,3.0,,,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,
622,17.0,4.0,2.0,9.0,,2.0,1.0,,2.0,3.0,,15.0,,,1.0,,,,,,,1.0,,3.0,,1.0,1.0,1.0,,2.0,3.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
133,2.0,1.0,5.0,9.0,,1.0,1.0,,2.0,,,13.0,,,3.0,,1.0,,1.0,,,1.0,,,,,,6.0,,1.0,2.0,2.0,,,,1.0,,,1.0,,,17.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4.0,1.0,5.0,11.0,,1.0,1.0,2.0,1.0,,,17.0,,,2.0,,2.0,,1.0,,1.0,1.0,,,,3.0,,3.0,,1.0,2.0,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
131,6.0,1.0,2.0,11.0,1.0,,2.0,4.0,1.0,2.0,1.0,16.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,3.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
130,6.0,,,11.0,1.0,2.0,2.0,3.0,1.0,,2.0,13.0,,,5.0,,1.0,2.0,1.0,,,1.0,4.0,,,,1.0,,,,3.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2.0,,,15.0,2.0,4.0,3.0,5.0,2.0,1.0,,3.0,1.0,,6.0,,,3.0,1.0,1.0,,1.0,,1.0,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
136,1.0,1.0,,12.0,3.0,1.0,4.0,4.0,2.0,,,2.0,,1.0,5.0,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,2.0,,1.0,,,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
135,,1.0,,14.0,2.0,,3.0,4.0,1.0,,,1.0,,1.0,5.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,3.0,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,
134,1.0,,,2.0,,,,,1.0,1.0,1.0,2.0,,,4.0,,,2.0,1.0,1.0,,1.0,,,,1.0,,6.0,,,1.0,1.0,,,,1.0,,,,,,19.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,3.0,,,,7.0,,,,,,,9.0,,1.0,5.0,1.0,,,1.0,,,,2.0,3.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
495,,,,3.0,,1.0,,8.0,,,,,,,9.0,,1.0,2.0,1.0,,,1.0,,,,2.0,3.0,,,,2.0,,1.0,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.0,2.0,1.0,15.0,2.0,2.0,1.0,5.0,,1.0,,1.0,,,5.0,,1.0,,1.0,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
497,2.0,2.0,1.0,,,,,2.0,,2.0,1.0,,,,6.0,,,1.0,1.0,1.0,,1.0,,1.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
490,5.0,3.0,2.0,13.0,,5.0,1.0,3.0,1.0,1.0,,12.0,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2.0,5.0,1.0,8.0,,1.0,,7.0,,2.0,1.0,3.0,,,1.0,,5.0,,1.0,1.0,,1.0,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,3.0,3.0,,3.0,,,,6.0,,1.0,1.0,1.0,,,9.0,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
493,,,,,,,,5.0,,,2.0,,,,10.0,,1.0,,1.0,,,1.0,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
24,,1.0,,4.0,,5.0,,,,1.0,1.0,1.0,,2.0,5.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,3.0,,,,,2.0,,,10.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,1.0,2.0,9.0,,3.0,3.0,,1.0,,3.0,17.0,,,1.0,,,1.0,1.0,3.0,,1.0,,,,1.0,,1.0,,1.0,4.0,3.0,,,,,,,,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,1.0,,13.0,,3.0,1.0,,1.0,,3.0,8.0,,,1.0,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,2.0,6.0,1.0,,,,,,1.0,,,,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
27,2.0,1.0,,14.0,,,,4.0,1.0,1.0,3.0,1.0,1.0,,5.0,,2.0,,1.0,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
20,2.0,1.0,,12.0,,,2.0,,1.0,2.0,1.0,12.0,,1.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,2.0,1.0,4.0,,1.0,,1.0,,,1.0,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,1.0,1.0,9.0,,2.0,,2.0,,2.0,,,,,5.0,,,4.0,1.0,,,1.0,,1.0,,1.0,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
22,3.0,2.0,1.0,13.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,,2.0,1.0,1.0,,1.0,,,,3.0,,,,,4.0,2.0,,2.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2.0,1.0,1.0,13.0,1.0,1.0,,1.0,2.0,,1.0,,,2.0,1.0,,,4.0,1.0,1.0,,1.0,,,,1.0,,,,,4.0,2.0,,2.0,1.0,1.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7.0,,,15.0,2.0,2.0,1.0,2.0,,1.0,3.0,,1.0,,3.0,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
29,11.0,,,14.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,3.0,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,2.0,,1.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
407,7.0,3.0,3.0,9.0,,,1.0,,3.0,,1.0,18.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,3.0,,,,,2.0,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
406,5.0,4.0,3.0,7.0,,,,1.0,3.0,,1.0,15.0,,,3.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,2.0,2.0,3.0,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
405,2.0,5.0,3.0,8.0,,,,2.0,1.0,,1.0,17.0,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,3.0,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2.0,2.0,5.0,6.0,,,1.0,1.0,,,2.0,17.0,,1.0,4.0,,,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,2.0,3.0,9.0,,1.0,,5.0,,,2.0,9.0,,,6.0,,1.0,,,1.0,1.0,1.0,,,2.0,,,,,2.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,1.0,,3.0,2.0,,,10.0,,2.0,1.0,,,,4.0,,,,,,3.0,1.0,,,2.0,3.0,2.0,2.0,,1.0,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
401,1.0,,,12.0,2.0,,,10.0,,1.0,,,,,2.0,,,1.0,,,6.0,1.0,,,1.0,3.0,1.0,2.0,,,1.0,,1.0,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
400,4.0,,2.0,11.0,,1.0,2.0,5.0,3.0,1.0,,16.0,,,,,,,,,,1.0,,2.0,,2.0,,8.0,,,2.0,,1.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,,1.0,9.0,9.0,,,7.0,,,,,,1.0,2.0,,1.0,2.0,,,,1.0,,,1.0,5.0,,3.0,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,15.0,4.0,,1.0,,,,,,,,4.0,,,4.0,,,,1.0,,,,2.0,1.0,7.0,,,2.0,2.0,,,,,1.0,,,,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
931,2.0,,,16.0,3.0,1.0,1.0,7.0,,,2.0,,,,5.0,,1.0,1.0,,,,1.0,1.0,,,4.0,,2.0,1.0,,1.0,3.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
930,2.0,1.0,,18.0,6.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,6.0,,,1.0,,,,1.0,1.0,,,6.0,,2.0,1.0,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
937,4.0,1.0,3.0,11.0,1.0,,,,2.0,,1.0,4.0,,,1.0,,,,,1.0,,1.0,,,,,,11.0,1.0,,1.0,3.0,,,1.0,1.0,1.0,,,,,15.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,9.0,3.0,1.0,14.0,3.0,1.0,1.0,7.0,2.0,2.0,1.0,7.0,,,7.0,,2.0,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1.0,1.0,4.0,9.0,1.0,,3.0,5.0,3.0,,,15.0,,,6.0,,,1.0,1.0,,,1.0,,,1.0,3.0,,,1.0,,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
408,4.0,3.0,2.0,9.0,,,3.0,,3.0,,,16.0,,,3.0,,,,1.0,,,1.0,1.0,,,4.0,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
628,5.0,,1.0,14.0,2.0,,2.0,8.0,4.0,1.0,1.0,8.0,,,13.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,3.0,,,18.0,2.0,2.0,1.0,5.0,,2.0,2.0,1.0,,,6.0,,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,2.0,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
379,,2.0,1.0,11.0,1.0,,1.0,4.0,1.0,1.0,1.0,13.0,,,4.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
378,1.0,2.0,1.0,6.0,,,,9.0,,,1.0,5.0,,,6.0,,4.0,2.0,1.0,,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,3.0,,1.0,15.0,6.0,2.0,2.0,6.0,2.0,1.0,,2.0,,1.0,2.0,,2.0,1.0,,,,1.0,,,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,3.0,,1.0,6.0,1.0,3.0,2.0,8.0,1.0,1.0,1.0,,,,4.0,,,,,,,1.0,,,1.0,3.0,,5.0,,,1.0,,,1.0,,,1.0,,,,,4.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
371,1.0,1.0,3.0,6.0,1.0,1.0,2.0,,,1.0,1.0,16.0,,,2.0,,2.0,,1.0,,2.0,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
370,1.0,,1.0,10.0,1.0,,,2.0,,2.0,2.0,11.0,,,3.0,,3.0,,1.0,,1.0,1.0,1.0,,,2.0,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,8.0,3.0,4.0,5.0,,,,2.0,2.0,,,17.0,,,7.0,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,14.0,1.0,1.0,16.0,1.0,3.0,2.0,3.0,2.0,,1.0,3.0,,,2.0,,,,1.0,,1.0,1.0,,2.0,,2.0,1.0,1.0,,,4.0,,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.0,,3.0,9.0,2.0,,3.0,,1.0,,,20.0,,,6.0,,1.0,,1.0,,,1.0,,,,5.0,,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
820,3.0,1.0,,12.0,3.0,4.0,3.0,6.0,,1.0,,5.0,,1.0,4.0,,1.0,,,,,1.0,,,,1.0,,1.0,,,1.0,5.0,,2.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
377,2.0,1.0,1.0,11.0,2.0,,,9.0,2.0,,1.0,15.0,,,2.0,,4.0,2.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2.0,,1.0,8.0,3.0,,2.0,3.0,2.0,,1.0,20.0,,,4.0,,2.0,,1.0,,1.0,1.0,1.0,,,4.0,,,,1.0,4.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
708,1.0,1.0,,6.0,2.0,3.0,2.0,3.0,,1.0,2.0,1.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,3.0,1.0,2.0,2.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
709,4.0,,1.0,11.0,2.0,1.0,3.0,2.0,,1.0,3.0,6.0,,1.0,6.0,,,2.0,1.0,,,1.0,,1.0,,,,,3.0,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,2.0,,,14.0,5.0,1.0,1.0,,,2.0,,5.0,,,3.0,,2.0,1.0,1.0,,,1.0,,2.0,,3.0,,3.0,1.0,,,1.0,,,,,,1.0,,,,4.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1.0,1.0,,15.0,2.0,,1.0,5.0,,2.0,1.0,3.0,,,6.0,,2.0,,1.0,,,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,1.0,,5.0,1.0,,,3.0,,,1.0,1.0,,,8.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
707,,1.0,,6.0,2.0,3.0,,7.0,,,1.0,1.0,,,4.0,,2.0,2.0,1.0,,,1.0,2.0,,,,1.0,2.0,,,2.0,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
700,3.0,1.0,2.0,14.0,1.0,,3.0,1.0,2.0,,,14.0,,1.0,6.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,,2.0,,1.0,,,2.0,,,1.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
